Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_XG>,I know that the attempt to fix the washing machine finally wrecked nonetheless,False,No Set,nonetheless,67,78
<S_XG>,I know that the attempt to overhaul the washing machine finally wrecked nonetheless,False,No Set,nonetheless,72,83
<S_XG>,I know that the attempt to rebuild the washing machine finally wrecked nonetheless,False,Training,nonetheless,71,82
<S_XG>,I know that the attempt to repair the drier finally wrecked nonetheless,False,No Set,nonetheless,60,71
<S_XG>,I know that the attempt to fix the drier finally wrecked nonetheless,False,No Set,nonetheless,57,68
<S_XG>,I know that the attempt to overhaul the drier finally wrecked nonetheless,False,No Set,nonetheless,62,73
<S_XG>,I know that the attempt to rebuild the drier finally wrecked nonetheless,False,Training,nonetheless,61,72
<S_XG>,I know that the attempt to repair the ceiling finally wrecked nonetheless,False,Training,nonetheless,62,73
<S_XG>,I know that the attempt to fix the ceiling finally wrecked nonetheless,False,Training,nonetheless,59,70
<S_XG>,I know that the attempt to overhaul the ceiling finally wrecked nonetheless,False,Training,nonetheless,64,75
<S_XG>,I know that the attempt to rebuild the ceiling finally wrecked nonetheless,False,Training,nonetheless,63,74
<S_XG>,I know that the attempt to repair the apartment finally wrecked nonetheless,False,Training,nonetheless,64,75
<S_XG>,I know that the attempt to fix the apartment finally wrecked nonetheless,False,Training,nonetheless,61,72
<S_XG>,I know that the attempt to overhaul the apartment finally wrecked nonetheless,False,Training,nonetheless,66,77
<S_XG>,I know that the attempt to rebuild the apartment finally wrecked nonetheless,False,Training,nonetheless,65,76
<S_FX>,I know what the attempt to repair eventually damaged it nevertheless,False,Test,it,53,55
<S_FX>,I know what the attempt to fix eventually damaged it nevertheless,False,Test,it,50,52
<S_FX>,I know what the attempt to overhaul eventually damaged it nevertheless,False,Test,it,55,57
<S_FX>,I know what the attempt to rebuild eventually damaged it nevertheless,False,No Set,it,54,56
<S_FX>,I know what the attempt to repair finally damaged it nevertheless,False,No Set,it,50,52
<S_FX>,I know what the attempt to fix finally damaged it nevertheless,False,No Set,it,47,49
<S_FX>,I know what the attempt to overhaul finally damaged it nevertheless,False,No Set,it,52,54
<S_FX>,I know what the attempt to rebuild finally damaged it nevertheless,False,No Set,it,51,53
<S_FX>,I know what the attempt to repair eventually destroyed it nevertheless,False,Test,it,55,57
<S_FX>,I know what the attempt to fix eventually destroyed it nevertheless,False,Test,it,52,54
<S_FX>,I know what the attempt to overhaul eventually destroyed it nevertheless,False,Test,it,57,59
<S_FX>,I know what the attempt to rebuild eventually destroyed it nevertheless,False,No Set,it,56,58
<S_FX>,I know what the attempt to repair finally destroyed it nevertheless,False,No Set,it,52,54
<S_FX>,I know what the attempt to fix finally destroyed it nevertheless,False,No Set,it,49,51
<S_FX>,I know what the attempt to overhaul finally destroyed it nevertheless,False,No Set,it,54,56
<S_FX>,I know what the attempt to rebuild finally destroyed it nevertheless,False,No Set,it,53,55
<S_FX>,I know what the attempt to repair eventually ruined it nevertheless,False,Test,it,52,54
<S_FX>,I know what the attempt to fix eventually ruined it nevertheless,False,Test,it,49,51
<S_FX>,I know what the attempt to overhaul eventually ruined it nevertheless,False,Test,it,54,56
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,No Set,it,53,55
<S_FX>,I know what the attempt to repair finally ruined it nevertheless,False,No Set,it,49,51
<S_FX>,I know what the attempt to fix finally ruined it nevertheless,False,No Set,it,46,48
<S_FX>,I know what the attempt to overhaul finally ruined it nevertheless,False,No Set,it,51,53
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,No Set,it,50,52
<S_FX>,I know what the attempt to repair eventually wrecked it nevertheless,False,No Set,it,53,55
<S_FX>,I know what the attempt to fix eventually wrecked it nevertheless,False,No Set,it,50,52
<S_FX>,I know what the attempt to overhaul eventually wrecked it nevertheless,False,No Set,it,55,57
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,No Set,it,54,56
<S_FX>,I know what the attempt to repair finally wrecked it nevertheless,False,No Set,it,50,52
<S_FX>,I know what the attempt to fix finally wrecked it nevertheless,False,No Set,it,47,49
<S_FX>,I know what the attempt to overhaul finally wrecked it nevertheless,False,No Set,it,52,54
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,Training,it,51,53
<S_FX>,I know what the attempt to repair eventually damaged it nonetheless,False,No Set,it,53,55
<S_FX>,I know what the attempt to fix eventually damaged it nonetheless,False,No Set,it,50,52
<S_FX>,I know what the attempt to overhaul eventually damaged it nonetheless,False,No Set,it,55,57
<S_FX>,I know what the attempt to rebuild eventually damaged it nonetheless,False,No Set,it,54,56
<S_FX>,I know what the attempt to repair finally damaged it nonetheless,False,No Set,it,50,52
<S_FX>,I know what the attempt to fix finally damaged it nonetheless,False,No Set,it,47,49
<S_FX>,I know what the attempt to overhaul finally damaged it nonetheless,False,No Set,it,52,54
<S_FX>,I know what the attempt to rebuild finally damaged it nonetheless,False,Training,it,51,53
<S_FX>,I know what the attempt to repair eventually destroyed it nonetheless,False,No Set,it,55,57
<S_FX>,I know what the attempt to fix eventually destroyed it nonetheless,False,No Set,it,52,54
<S_FX>,I know what the attempt to overhaul eventually destroyed it nonetheless,False,No Set,it,57,59
<S_FX>,I know what the attempt to rebuild eventually destroyed it nonetheless,False,No Set,it,56,58
<S_FX>,I know what the attempt to repair finally destroyed it nonetheless,False,No Set,it,52,54
<S_FX>,I know what the attempt to fix finally destroyed it nonetheless,False,No Set,it,49,51
<S_FX>,I know what the attempt to overhaul finally destroyed it nonetheless,False,No Set,it,54,56
<S_FX>,I know what the attempt to rebuild finally destroyed it nonetheless,False,Training,it,53,55
<S_FX>,I know what the attempt to repair eventually ruined it nonetheless,False,No Set,it,52,54
<S_FX>,I know what the attempt to fix eventually ruined it nonetheless,False,No Set,it,49,51
<S_FX>,I know what the attempt to overhaul eventually ruined it nonetheless,False,No Set,it,54,56
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,No Set,it,53,55
<S_FX>,I know what the attempt to repair finally ruined it nonetheless,False,No Set,it,49,51
<S_FX>,I know what the attempt to fix finally ruined it nonetheless,False,No Set,it,46,48
<S_FX>,I know what the attempt to overhaul finally ruined it nonetheless,False,No Set,it,51,53
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,Training,it,50,52
<S_FX>,I know what the attempt to repair eventually wrecked it nonetheless,False,No Set,it,53,55
<S_FX>,I know what the attempt to fix eventually wrecked it nonetheless,False,No Set,it,50,52
<S_FX>,I know what the attempt to overhaul eventually wrecked it nonetheless,False,No Set,it,55,57
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,Training,it,54,56
<S_FX>,I know what the attempt to repair finally wrecked it nonetheless,False,Training,it,50,52
<S_FX>,I know what the attempt to fix finally wrecked it nonetheless,False,Training,it,47,49
<S_FX>,I know what the attempt to overhaul finally wrecked it nonetheless,False,Training,it,52,54
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,Training,it,51,53
<S_XX>,I know that the attempt to repair the car eventually damaged it nevertheless,True,Test,it,61,63
<S_XX>,I know that the attempt to fix the car eventually damaged it nevertheless,True,Test,it,58,60
<S_XX>,I know that the attempt to overhaul the car eventually damaged it nevertheless,True,Test,it,63,65
<S_XX>,I know that the attempt to rebuild the car eventually damaged it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the bike eventually damaged it nevertheless,True,Test,it,62,64
<S_XX>,I know that the attempt to fix the bike eventually damaged it nevertheless,True,Test,it,59,61
<S_XX>,I know that the attempt to overhaul the bike eventually damaged it nevertheless,True,Test,it,64,66
<S_XX>,I know that the attempt to rebuild the bike eventually damaged it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the washing machine eventually damaged it nevertheless,True,Test,it,73,75
<S_XX>,I know that the attempt to fix the washing machine eventually damaged it nevertheless,True,Test,it,70,72
<S_XX>,I know that the attempt to overhaul the washing machine eventually damaged it nevertheless,True,Test,it,75,77
<S_XX>,I know that the attempt to rebuild the washing machine eventually damaged it nevertheless,True,No Set,it,74,76
<S_XX>,I know that the attempt to repair the drier eventually damaged it nevertheless,True,Test,it,63,65
<S_XX>,I know that the attempt to fix the drier eventually damaged it nevertheless,True,Test,it,60,62
<S_XX>,I know that the attempt to overhaul the drier eventually damaged it nevertheless,True,Test,it,65,67
<S_XX>,I know that the attempt to rebuild the drier eventually damaged it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to repair the ceiling eventually damaged it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to fix the ceiling eventually damaged it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to overhaul the ceiling eventually damaged it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to rebuild the ceiling eventually damaged it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to repair the apartment eventually damaged it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to fix the apartment eventually damaged it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to overhaul the apartment eventually damaged it nevertheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to rebuild the apartment eventually damaged it nevertheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to repair the car finally damaged it nevertheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to fix the car finally damaged it nevertheless,True,No Set,it,55,57
<S_XX>,I know that the attempt to overhaul the car finally damaged it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to rebuild the car finally damaged it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to repair the bike finally damaged it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to fix the bike finally damaged it nevertheless,True,No Set,it,56,58
<S_XX>,I know that the attempt to overhaul the bike finally damaged it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to rebuild the bike finally damaged it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to repair the washing machine finally damaged it nevertheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to fix the washing machine finally damaged it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to overhaul the washing machine finally damaged it nevertheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to rebuild the washing machine finally damaged it nevertheless,True,No Set,it,71,73
<S_XX>,I know that the attempt to repair the drier finally damaged it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the drier finally damaged it nevertheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the drier finally damaged it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the drier finally damaged it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to repair the ceiling finally damaged it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the ceiling finally damaged it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the ceiling finally damaged it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the ceiling finally damaged it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the apartment finally damaged it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the apartment finally damaged it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the apartment finally damaged it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the apartment finally damaged it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to repair the car eventually destroyed it nevertheless,True,Test,it,63,65
<S_XX>,I know that the attempt to fix the car eventually destroyed it nevertheless,True,Test,it,60,62
<S_XX>,I know that the attempt to overhaul the car eventually destroyed it nevertheless,True,Test,it,65,67
<S_XX>,I know that the attempt to rebuild the car eventually destroyed it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to repair the bike eventually destroyed it nevertheless,True,Test,it,64,66
<S_XX>,I know that the attempt to fix the bike eventually destroyed it nevertheless,True,Test,it,61,63
<S_XX>,I know that the attempt to overhaul the bike eventually destroyed it nevertheless,True,Test,it,66,68
<S_XX>,I know that the attempt to rebuild the bike eventually destroyed it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to repair the washing machine eventually destroyed it nevertheless,True,Test,it,75,77
<S_XX>,I know that the attempt to fix the washing machine eventually destroyed it nevertheless,True,Test,it,72,74
<S_XX>,I know that the attempt to overhaul the washing machine eventually destroyed it nevertheless,True,Test,it,77,79
<S_XX>,I know that the attempt to rebuild the washing machine eventually destroyed it nevertheless,True,No Set,it,76,78
<S_XX>,I know that the attempt to repair the drier eventually destroyed it nevertheless,True,Test,it,65,67
<S_XX>,I know that the attempt to fix the drier eventually destroyed it nevertheless,True,Test,it,62,64
<S_XX>,I know that the attempt to overhaul the drier eventually destroyed it nevertheless,True,Test,it,67,69
<S_XX>,I know that the attempt to rebuild the drier eventually destroyed it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to repair the ceiling eventually destroyed it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to fix the ceiling eventually destroyed it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to overhaul the ceiling eventually destroyed it nevertheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to rebuild the ceiling eventually destroyed it nevertheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to repair the apartment eventually destroyed it nevertheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to fix the apartment eventually destroyed it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to overhaul the apartment eventually destroyed it nevertheless,True,No Set,it,71,73
<S_XX>,I know that the attempt to rebuild the apartment eventually destroyed it nevertheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to repair the car finally destroyed it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the car finally destroyed it nevertheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the car finally destroyed it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the car finally destroyed it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to repair the bike finally destroyed it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the bike finally destroyed it nevertheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the bike finally destroyed it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the bike finally destroyed it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the washing machine finally destroyed it nevertheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to fix the washing machine finally destroyed it nevertheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to overhaul the washing machine finally destroyed it nevertheless,True,No Set,it,74,76
<S_XX>,I know that the attempt to rebuild the washing machine finally destroyed it nevertheless,True,No Set,it,73,75
<S_XX>,I know that the attempt to repair the drier finally destroyed it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the drier finally destroyed it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the drier finally destroyed it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the drier finally destroyed it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the ceiling finally destroyed it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the ceiling finally destroyed it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the ceiling finally destroyed it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the ceiling finally destroyed it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to repair the apartment finally destroyed it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to fix the apartment finally destroyed it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to overhaul the apartment finally destroyed it nevertheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to rebuild the apartment finally destroyed it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to repair the car eventually ruined it nevertheless,True,Test,it,60,62
<S_XX>,I know that the attempt to fix the car eventually ruined it nevertheless,True,Test,it,57,59
<S_XX>,I know that the attempt to overhaul the car eventually ruined it nevertheless,True,Test,it,62,64
<S_XX>,I know that the attempt to rebuild the car eventually ruined it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to repair the bike eventually ruined it nevertheless,True,Test,it,61,63
<S_XX>,I know that the attempt to fix the bike eventually ruined it nevertheless,True,Test,it,58,60
<S_XX>,I know that the attempt to overhaul the bike eventually ruined it nevertheless,True,Test,it,63,65
<S_XX>,I know that the attempt to rebuild the bike eventually ruined it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the washing machine eventually ruined it nevertheless,True,Test,it,72,74
<S_XX>,I know that the attempt to fix the washing machine eventually ruined it nevertheless,True,Test,it,69,71
<S_XX>,I know that the attempt to overhaul the washing machine eventually ruined it nevertheless,True,Test,it,74,76
<S_XX>,I know that the attempt to rebuild the washing machine eventually ruined it nevertheless,True,No Set,it,73,75
<S_XX>,I know that the attempt to repair the drier eventually ruined it nevertheless,True,Test,it,62,64
<S_XX>,I know that the attempt to fix the drier eventually ruined it nevertheless,True,Test,it,59,61
<S_XX>,I know that the attempt to overhaul the drier eventually ruined it nevertheless,True,Test,it,64,66
<S_XX>,I know that the attempt to rebuild the drier eventually ruined it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the ceiling eventually ruined it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the ceiling eventually ruined it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the ceiling eventually ruined it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the ceiling eventually ruined it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to repair the apartment eventually ruined it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to fix the apartment eventually ruined it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to overhaul the apartment eventually ruined it nevertheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to rebuild the apartment eventually ruined it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to repair the car finally ruined it nevertheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to fix the car finally ruined it nevertheless,True,No Set,it,54,56
<S_XX>,I know that the attempt to overhaul the car finally ruined it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to rebuild the car finally ruined it nevertheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to repair the bike finally ruined it nevertheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to fix the bike finally ruined it nevertheless,True,No Set,it,55,57
<S_XX>,I know that the attempt to overhaul the bike finally ruined it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to rebuild the bike finally ruined it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to repair the washing machine finally ruined it nevertheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to fix the washing machine finally ruined it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to overhaul the washing machine finally ruined it nevertheless,True,No Set,it,71,73
<S_XX>,I know that the attempt to rebuild the washing machine finally ruined it nevertheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to repair the drier finally ruined it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to fix the drier finally ruined it nevertheless,True,No Set,it,56,58
<S_XX>,I know that the attempt to overhaul the drier finally ruined it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to rebuild the drier finally ruined it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to repair the ceiling finally ruined it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the ceiling finally ruined it nevertheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the ceiling finally ruined it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the ceiling finally ruined it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the apartment finally ruined it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to fix the apartment finally ruined it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to overhaul the apartment finally ruined it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to rebuild the apartment finally ruined it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to repair the car eventually wrecked it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the car eventually wrecked it nevertheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the car eventually wrecked it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the car eventually wrecked it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the bike eventually wrecked it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the bike eventually wrecked it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the bike eventually wrecked it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the bike eventually wrecked it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the washing machine eventually wrecked it nevertheless,True,No Set,it,73,75
<S_XX>,I know that the attempt to fix the washing machine eventually wrecked it nevertheless,True,No Set,it,70,72
