Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_XX>,I know that the attempt to overhaul the washing machine eventually wrecked it nevertheless,True,No Set,it,75,77
<S_XX>,I know that the attempt to rebuild the washing machine eventually wrecked it nevertheless,True,No Set,it,74,76
<S_XX>,I know that the attempt to repair the drier eventually wrecked it nevertheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to fix the drier eventually wrecked it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to overhaul the drier eventually wrecked it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to rebuild the drier eventually wrecked it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to repair the ceiling eventually wrecked it nevertheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to fix the ceiling eventually wrecked it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to overhaul the ceiling eventually wrecked it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to rebuild the ceiling eventually wrecked it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to repair the apartment eventually wrecked it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to fix the apartment eventually wrecked it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to overhaul the apartment eventually wrecked it nevertheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to rebuild the apartment eventually wrecked it nevertheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to repair the car finally wrecked it nevertheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to fix the car finally wrecked it nevertheless,True,No Set,it,55,57
<S_XX>,I know that the attempt to overhaul the car finally wrecked it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to rebuild the car finally wrecked it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to repair the bike finally wrecked it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to fix the bike finally wrecked it nevertheless,True,No Set,it,56,58
<S_XX>,I know that the attempt to overhaul the bike finally wrecked it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to rebuild the bike finally wrecked it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to repair the washing machine finally wrecked it nevertheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to fix the washing machine finally wrecked it nevertheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to overhaul the washing machine finally wrecked it nevertheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to rebuild the washing machine finally wrecked it nevertheless,True,No Set,it,71,73
<S_XX>,I know that the attempt to repair the drier finally wrecked it nevertheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the drier finally wrecked it nevertheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the drier finally wrecked it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the drier finally wrecked it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to repair the ceiling finally wrecked it nevertheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the ceiling finally wrecked it nevertheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the ceiling finally wrecked it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the ceiling finally wrecked it nevertheless,True,Training,it,63,65
<S_XX>,I know that the attempt to repair the apartment finally wrecked it nevertheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the apartment finally wrecked it nevertheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the apartment finally wrecked it nevertheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the apartment finally wrecked it nevertheless,True,Training,it,65,67
<S_XX>,I know that the attempt to repair the car eventually damaged it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the car eventually damaged it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the car eventually damaged it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the car eventually damaged it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the bike eventually damaged it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the bike eventually damaged it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the bike eventually damaged it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the bike eventually damaged it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the washing machine eventually damaged it nonetheless,True,No Set,it,73,75
<S_XX>,I know that the attempt to fix the washing machine eventually damaged it nonetheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to overhaul the washing machine eventually damaged it nonetheless,True,No Set,it,75,77
<S_XX>,I know that the attempt to rebuild the washing machine eventually damaged it nonetheless,True,No Set,it,74,76
<S_XX>,I know that the attempt to repair the drier eventually damaged it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to fix the drier eventually damaged it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to overhaul the drier eventually damaged it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to rebuild the drier eventually damaged it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to repair the ceiling eventually damaged it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to fix the ceiling eventually damaged it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to overhaul the ceiling eventually damaged it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to rebuild the ceiling eventually damaged it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to repair the apartment eventually damaged it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to fix the apartment eventually damaged it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to overhaul the apartment eventually damaged it nonetheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to rebuild the apartment eventually damaged it nonetheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to repair the car finally damaged it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to fix the car finally damaged it nonetheless,True,No Set,it,55,57
<S_XX>,I know that the attempt to overhaul the car finally damaged it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to rebuild the car finally damaged it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to repair the bike finally damaged it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to fix the bike finally damaged it nonetheless,True,No Set,it,56,58
<S_XX>,I know that the attempt to overhaul the bike finally damaged it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to rebuild the bike finally damaged it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to repair the washing machine finally damaged it nonetheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to fix the washing machine finally damaged it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to overhaul the washing machine finally damaged it nonetheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to rebuild the washing machine finally damaged it nonetheless,True,No Set,it,71,73
<S_XX>,I know that the attempt to repair the drier finally damaged it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the drier finally damaged it nonetheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the drier finally damaged it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the drier finally damaged it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to repair the ceiling finally damaged it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the ceiling finally damaged it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the ceiling finally damaged it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the ceiling finally damaged it nonetheless,True,Training,it,63,65
<S_XX>,I know that the attempt to repair the apartment finally damaged it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the apartment finally damaged it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the apartment finally damaged it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the apartment finally damaged it nonetheless,True,Training,it,65,67
<S_XX>,I know that the attempt to repair the car eventually destroyed it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to fix the car eventually destroyed it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to overhaul the car eventually destroyed it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to rebuild the car eventually destroyed it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to repair the bike eventually destroyed it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the bike eventually destroyed it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the bike eventually destroyed it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the bike eventually destroyed it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to repair the washing machine eventually destroyed it nonetheless,True,No Set,it,75,77
<S_XX>,I know that the attempt to fix the washing machine eventually destroyed it nonetheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to overhaul the washing machine eventually destroyed it nonetheless,True,No Set,it,77,79
<S_XX>,I know that the attempt to rebuild the washing machine eventually destroyed it nonetheless,True,No Set,it,76,78
<S_XX>,I know that the attempt to repair the drier eventually destroyed it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to fix the drier eventually destroyed it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to overhaul the drier eventually destroyed it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to rebuild the drier eventually destroyed it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to repair the ceiling eventually destroyed it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to fix the ceiling eventually destroyed it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to overhaul the ceiling eventually destroyed it nonetheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to rebuild the ceiling eventually destroyed it nonetheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to repair the apartment eventually destroyed it nonetheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to fix the apartment eventually destroyed it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to overhaul the apartment eventually destroyed it nonetheless,True,No Set,it,71,73
<S_XX>,I know that the attempt to rebuild the apartment eventually destroyed it nonetheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to repair the car finally destroyed it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the car finally destroyed it nonetheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the car finally destroyed it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the car finally destroyed it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to repair the bike finally destroyed it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the bike finally destroyed it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the bike finally destroyed it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the bike finally destroyed it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the washing machine finally destroyed it nonetheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to fix the washing machine finally destroyed it nonetheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to overhaul the washing machine finally destroyed it nonetheless,True,No Set,it,74,76
<S_XX>,I know that the attempt to rebuild the washing machine finally destroyed it nonetheless,True,No Set,it,73,75
<S_XX>,I know that the attempt to repair the drier finally destroyed it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the drier finally destroyed it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the drier finally destroyed it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the drier finally destroyed it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the ceiling finally destroyed it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the ceiling finally destroyed it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the ceiling finally destroyed it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the ceiling finally destroyed it nonetheless,True,Training,it,65,67
<S_XX>,I know that the attempt to repair the apartment finally destroyed it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to fix the apartment finally destroyed it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to overhaul the apartment finally destroyed it nonetheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to rebuild the apartment finally destroyed it nonetheless,True,Training,it,67,69
<S_XX>,I know that the attempt to repair the car eventually ruined it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the car eventually ruined it nonetheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the car eventually ruined it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the car eventually ruined it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to repair the bike eventually ruined it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the bike eventually ruined it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the bike eventually ruined it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the bike eventually ruined it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the washing machine eventually ruined it nonetheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to fix the washing machine eventually ruined it nonetheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to overhaul the washing machine eventually ruined it nonetheless,True,No Set,it,74,76
<S_XX>,I know that the attempt to rebuild the washing machine eventually ruined it nonetheless,True,No Set,it,73,75
<S_XX>,I know that the attempt to repair the drier eventually ruined it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the drier eventually ruined it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the drier eventually ruined it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the drier eventually ruined it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the ceiling eventually ruined it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to fix the ceiling eventually ruined it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to overhaul the ceiling eventually ruined it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to rebuild the ceiling eventually ruined it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to repair the apartment eventually ruined it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to fix the apartment eventually ruined it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to overhaul the apartment eventually ruined it nonetheless,True,No Set,it,68,70
<S_XX>,I know that the attempt to rebuild the apartment eventually ruined it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to repair the car finally ruined it nonetheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to fix the car finally ruined it nonetheless,True,No Set,it,54,56
<S_XX>,I know that the attempt to overhaul the car finally ruined it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to rebuild the car finally ruined it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to repair the bike finally ruined it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to fix the bike finally ruined it nonetheless,True,No Set,it,55,57
<S_XX>,I know that the attempt to overhaul the bike finally ruined it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to rebuild the bike finally ruined it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to repair the washing machine finally ruined it nonetheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to fix the washing machine finally ruined it nonetheless,True,No Set,it,66,68
<S_XX>,I know that the attempt to overhaul the washing machine finally ruined it nonetheless,True,No Set,it,71,73
<S_XX>,I know that the attempt to rebuild the washing machine finally ruined it nonetheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to repair the drier finally ruined it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to fix the drier finally ruined it nonetheless,True,No Set,it,56,58
<S_XX>,I know that the attempt to overhaul the drier finally ruined it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to rebuild the drier finally ruined it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to repair the ceiling finally ruined it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the ceiling finally ruined it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the ceiling finally ruined it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the ceiling finally ruined it nonetheless,True,Training,it,62,64
<S_XX>,I know that the attempt to repair the apartment finally ruined it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to fix the apartment finally ruined it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to overhaul the apartment finally ruined it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to rebuild the apartment finally ruined it nonetheless,True,Training,it,64,66
<S_XX>,I know that the attempt to repair the car eventually wrecked it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to fix the car eventually wrecked it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to overhaul the car eventually wrecked it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to rebuild the car eventually wrecked it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to repair the bike eventually wrecked it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to fix the bike eventually wrecked it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to overhaul the bike eventually wrecked it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to rebuild the bike eventually wrecked it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to repair the washing machine eventually wrecked it nonetheless,True,No Set,it,73,75
<S_XX>,I know that the attempt to fix the washing machine eventually wrecked it nonetheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to overhaul the washing machine eventually wrecked it nonetheless,True,No Set,it,75,77
<S_XX>,I know that the attempt to rebuild the washing machine eventually wrecked it nonetheless,True,No Set,it,74,76
<S_XX>,I know that the attempt to repair the drier eventually wrecked it nonetheless,True,No Set,it,63,65
<S_XX>,I know that the attempt to fix the drier eventually wrecked it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to overhaul the drier eventually wrecked it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to rebuild the drier eventually wrecked it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to repair the ceiling eventually wrecked it nonetheless,True,No Set,it,65,67
<S_XX>,I know that the attempt to fix the ceiling eventually wrecked it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to overhaul the ceiling eventually wrecked it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to rebuild the ceiling eventually wrecked it nonetheless,True,Training,it,66,68
<S_XX>,I know that the attempt to repair the apartment eventually wrecked it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to fix the apartment eventually wrecked it nonetheless,True,No Set,it,64,66
<S_XX>,I know that the attempt to overhaul the apartment eventually wrecked it nonetheless,True,No Set,it,69,71
<S_XX>,I know that the attempt to rebuild the apartment eventually wrecked it nonetheless,True,Training,it,68,70
<S_XX>,I know that the attempt to repair the car finally wrecked it nonetheless,True,No Set,it,58,60
<S_XX>,I know that the attempt to fix the car finally wrecked it nonetheless,True,No Set,it,55,57
<S_XX>,I know that the attempt to overhaul the car finally wrecked it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to rebuild the car finally wrecked it nonetheless,True,Training,it,59,61
<S_XX>,I know that the attempt to repair the bike finally wrecked it nonetheless,True,No Set,it,59,61
<S_XX>,I know that the attempt to fix the bike finally wrecked it nonetheless,True,No Set,it,56,58
<S_XX>,I know that the attempt to overhaul the bike finally wrecked it nonetheless,True,No Set,it,61,63
<S_XX>,I know that the attempt to rebuild the bike finally wrecked it nonetheless,True,Training,it,60,62
<S_XX>,I know that the attempt to repair the washing machine finally wrecked it nonetheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to fix the washing machine finally wrecked it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to overhaul the washing machine finally wrecked it nonetheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to rebuild the washing machine finally wrecked it nonetheless,True,Training,it,71,73
<S_XX>,I know that the attempt to repair the drier finally wrecked it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the drier finally wrecked it nonetheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the drier finally wrecked it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the drier finally wrecked it nonetheless,True,Training,it,61,63
<S_XX>,I know that the attempt to repair the ceiling finally wrecked it nonetheless,True,Training,it,62,64
<S_XX>,I know that the attempt to fix the ceiling finally wrecked it nonetheless,True,Training,it,59,61
<S_XX>,I know that the attempt to overhaul the ceiling finally wrecked it nonetheless,True,Training,it,64,66
<S_XX>,I know that the attempt to rebuild the ceiling finally wrecked it nonetheless,True,Training,it,63,65
<S_XX>,I know that the attempt to repair the apartment finally wrecked it nonetheless,True,Training,it,64,66
<S_XX>,I know that the attempt to fix the apartment finally wrecked it nonetheless,True,Training,it,61,63
<S_XX>,I know that the attempt to overhaul the apartment finally wrecked it nonetheless,True,Training,it,66,68
<S_XX>,I know that the attempt to rebuild the apartment finally wrecked it nonetheless,True,Training,it,65,67
